date,time,windcode,term,voltype,bidvol,askvol,midvol
2025-05-15,16:00:00,USDCNY.IB,180D,ATM,4.4,4.525,4.4789
2025-05-15,16:00:00,USDCNY.IB,30D,ATM,3.7,4.3,3.9422
2025-05-15,16:00:00,USDCNY.IB,360D,ATM,4.6667,4.6667,4.6667
2025-05-15,16:00:00,USDCNY.IB,540D,ATM,4.55,5.0,4.775
2025-05-15,16:00:00,USDCNY.IB,720D,ATM,4.6,5.1,4.85
2025-05-15,16:00:00,USDCNY.IB,7D,ATM,3.3,3.7,3.5769
2025-05-15,16:00:00,USDCNY.IB,90D,ATM,4.1,4.4,4.25
2025-05-16,16:00:00,USDCNY.IB,180D,ATM,4.45,4.45,4.45
2025-05-16,16:00:00,USDCNY.IB,30D,ATM,3.65,3.95,3.8
2025-05-16,16:00:00,USDCNY.IB,360D,ATM,4.65,4.65,4.65
2025-05-16,16:00:00,USDCNY.IB,540D,ATM,4.55,5.0,4.775
2025-05-16,16:00:00,USDCNY.IB,720D,ATM,4.6,5.1,4.85
2025-05-16,16:00:00,USDCNY.IB,7D,ATM,3.3,3.5,3.4
2025-05-16,16:00:00,USDCNY.IB,90D,ATM,4.2,4.2,4.2
2025-05-19,16:00:00,USDCNY.IB,180D,ATM,4.4,4.4,4.4
2025-05-19,16:00:00,USDCNY.IB,30D,ATM,3.6,4.0,3.8948
2025-05-19,16:00:00,USDCNY.IB,360D,ATM,4.6155,4.6155,4.6155
2025-05-19,16:00:00,USDCNY.IB,540D,ATM,4.55,5.0,4.775
2025-05-19,16:00:00,USDCNY.IB,720D,ATM,4.6,5.1,4.85
2025-05-19,16:00:00,USDCNY.IB,7D,ATM,3.2,3.6,3.55
2025-05-19,16:00:00,USDCNY.IB,90D,ATM,4.05,4.25,4.1751
2025-05-20,16:00:00,USDCNY.IB,180D,ATM,4.25,4.55,4.3998
2025-05-20,16:00:00,USDCNY.IB,30D,ATM,3.6,4.0,3.8241
2025-05-20,16:00:00,USDCNY.IB,360D,ATM,4.45,4.75,4.6
2025-05-20,16:00:00,USDCNY.IB,540D,ATM,4.55,5.0,4.775
2025-05-20,16:00:00,USDCNY.IB,720D,ATM,4.6,5.1,4.85
2025-05-20,16:00:00,USDCNY.IB,7D,ATM,3.3,3.6,3.4738
2025-05-20,16:00:00,USDCNY.IB,90D,ATM,4.0,4.2,4.1065
2025-05-21,16:00:00,USDCNY.IB,180D,ATM,4.2,4.5,4.362
2025-05-21,16:00:00,USDCNY.IB,30D,ATM,3.5,3.9,3.8
2025-05-21,16:00:00,USDCNY.IB,360D,ATM,4.575,4.575,4.575
2025-05-21,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-21,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-21,16:00:00,USDCNY.IB,7D,ATM,3.3,3.6,3.45
2025-05-21,16:00:00,USDCNY.IB,90D,ATM,3.85,4.2,4.075
2025-05-22,16:00:00,USDCNY.IB,180D,ATM,4.35,4.35,4.35
2025-05-22,16:00:00,USDCNY.IB,30D,ATM,3.775,3.875,3.8219
2025-05-22,16:00:00,USDCNY.IB,360D,ATM,4.55,4.55,4.55
2025-05-22,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-22,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-22,16:00:00,USDCNY.IB,7D,ATM,3.0,3.7,3.35
2025-05-22,16:00:00,USDCNY.IB,90D,ATM,3.95,4.25,4.1048
2025-05-23,16:00:00,USDCNY.IB,180D,ATM,4.15,4.5,4.375
2025-05-23,16:00:00,USDCNY.IB,30D,ATM,3.6,3.95,3.7893
2025-05-23,16:00:00,USDCNY.IB,360D,ATM,4.4,4.7,4.55
2025-05-23,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-23,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-23,16:00:00,USDCNY.IB,7D,ATM,3.1,3.7,3.3172
2025-05-23,16:00:00,USDCNY.IB,90D,ATM,4.05,4.125,4.0621
2025-05-26,16:00:00,USDCNY.IB,180D,ATM,4.25,4.65,4.4039
2025-05-26,16:00:00,USDCNY.IB,30D,ATM,3.9,4.1,4.1
2025-05-26,16:00:00,USDCNY.IB,360D,ATM,4.6147,4.6147,4.6147
2025-05-26,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-26,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-26,16:00:00,USDCNY.IB,7D,ATM,3.5,4.5,4.0
2025-05-26,16:00:00,USDCNY.IB,90D,ATM,4.0,4.5,4.1875
2025-05-27,16:00:00,USDCNY.IB,180D,ATM,4.35,4.35,4.35
2025-05-27,16:00:00,USDCNY.IB,30D,ATM,3.8,4.0,3.9423
2025-05-27,16:00:00,USDCNY.IB,360D,ATM,4.5838,4.5838,4.5838
2025-05-27,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-27,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-27,16:00:00,USDCNY.IB,7D,ATM,3.5,4.0,4.0
2025-05-27,16:00:00,USDCNY.IB,90D,ATM,4.05,4.25,4.2193
2025-05-28,16:00:00,USDCNY.IB,180D,ATM,4.3583,4.3583,4.3583
2025-05-28,16:00:00,USDCNY.IB,30D,ATM,3.7,4.0,3.85
2025-05-28,16:00:00,USDCNY.IB,360D,ATM,4.557,4.557,4.557
2025-05-28,16:00:00,USDCNY.IB,540D,ATM,4.55,4.95,4.75
2025-05-28,16:00:00,USDCNY.IB,720D,ATM,4.6,5.05,4.825
2025-05-28,16:00:00,USDCNY.IB,7D,ATM,3.3,3.9,3.75
2025-05-28,16:00:00,USDCNY.IB,90D,ATM,4.0,4.15,4.075
2025-05-29,16:00:00,USDCNY.IB,180D,ATM,4.2,4.5,4.35
2025-05-29,16:00:00,USDCNY.IB,30D,ATM,3.85,3.9,3.8531
2025-05-29,16:00:00,USDCNY.IB,360D,ATM,4.575,4.575,4.575
2025-05-29,16:00:00,USDCNY.IB,540D,ATM,4.55,4.85,4.7
2025-05-29,16:00:00,USDCNY.IB,720D,ATM,4.65,4.9,4.775
2025-05-29,16:00:00,USDCNY.IB,7D,ATM,3.8033,3.8033,3.8033
2025-05-29,16:00:00,USDCNY.IB,90D,ATM,4.0,4.125,4.1096
2025-06-03,16:00:00,USDCNY.IB,180D,ATM,4.315,4.315,4.315
2025-06-03,16:00:00,USDCNY.IB,30D,ATM,3.65,4.1,3.8385
2025-06-03,16:00:00,USDCNY.IB,360D,ATM,4.55,4.55,4.55
2025-06-03,16:00:00,USDCNY.IB,540D,ATM,4.55,4.85,4.7
2025-06-03,16:00:00,USDCNY.IB,720D,ATM,4.65,4.9,4.775
2025-06-03,16:00:00,USDCNY.IB,7D,ATM,3.6,3.9,3.7316
2025-06-03,16:00:00,USDCNY.IB,90D,ATM,4.0,4.25,4.05
2025-06-04,16:00:00,USDCNY.IB,180D,ATM,4.2,4.45,4.325
2025-06-04,16:00:00,USDCNY.IB,30D,ATM,3.65,4.1,3.7988
2025-06-04,16:00:00,USDCNY.IB,360D,ATM,4.5474,4.5474,4.5474
2025-06-04,16:00:00,USDCNY.IB,540D,ATM,4.5,4.8,4.65
2025-06-04,16:00:00,USDCNY.IB,720D,ATM,4.6,4.85,4.725
2025-06-04,16:00:00,USDCNY.IB,7D,ATM,3.6729,3.6729,3.6729
2025-06-04,16:00:00,USDCNY.IB,90D,ATM,3.9,4.3,4.0655
2025-06-05,16:00:00,USDCNY.IB,180D,ATM,4.3084,4.3084,4.3084
2025-06-05,16:00:00,USDCNY.IB,30D,ATM,3.55,3.95,3.7832
2025-06-05,16:00:00,USDCNY.IB,360D,ATM,4.5293,4.5293,4.5293
2025-06-05,16:00:00,USDCNY.IB,540D,ATM,4.5,4.8,4.65
2025-06-05,16:00:00,USDCNY.IB,720D,ATM,4.6,4.85,4.725
2025-06-05,16:00:00,USDCNY.IB,7D,ATM,3.6,3.8,3.75
2025-06-05,16:00:00,USDCNY.IB,90D,ATM,3.9,4.2,4.0518
2025-06-06,16:00:00,USDCNY.IB,180D,ATM,4.15,4.45,4.3133
2025-06-06,16:00:00,USDCNY.IB,30D,ATM,3.65,3.9,3.796
2025-06-06,16:00:00,USDCNY.IB,360D,ATM,4.5365,4.5365,4.5365
2025-06-06,16:00:00,USDCNY.IB,540D,ATM,4.5,4.8,4.65
2025-06-06,16:00:00,USDCNY.IB,720D,ATM,4.6,4.85,4.725
2025-06-06,16:00:00,USDCNY.IB,7D,ATM,3.5,4.1,3.7168
2025-06-06,16:00:00,USDCNY.IB,90D,ATM,3.95,4.2,4.0604
2025-06-09,16:00:00,USDCNY.IB,180D,ATM,4.2868,4.2868,4.2868
2025-06-09,16:00:00,USDCNY.IB,30D,ATM,3.6,3.75,3.7045
2025-06-09,16:00:00,USDCNY.IB,360D,ATM,4.525,4.525,4.525
2025-06-09,16:00:00,USDCNY.IB,540D,ATM,4.5,4.8,4.65
2025-06-09,16:00:00,USDCNY.IB,720D,ATM,4.6,4.85,4.725
2025-06-09,16:00:00,USDCNY.IB,7D,ATM,3.2,3.7,3.54
2025-06-09,16:00:00,USDCNY.IB,90D,ATM,3.85,4.2,4.0077
2025-06-10,16:00:00,USDCNY.IB,180D,ATM,4.1,4.4,4.2718
2025-06-10,16:00:00,USDCNY.IB,30D,ATM,3.5,3.8,3.7
2025-06-10,16:00:00,USDCNY.IB,360D,ATM,4.5149,4.5149,4.5149
2025-06-10,16:00:00,USDCNY.IB,540D,ATM,4.5,4.8,4.65
2025-06-10,16:00:00,USDCNY.IB,720D,ATM,4.6,4.85,4.725
2025-06-10,16:00:00,USDCNY.IB,7D,ATM,3.4438,3.4438,3.4438
2025-06-10,16:00:00,USDCNY.IB,90D,ATM,3.85,4.15,3.9795
2025-06-11,16:00:00,USDCNY.IB,180D,ATM,4.2394,4.2394,4.2394
2025-06-11,16:00:00,USDCNY.IB,30D,ATM,3.5,3.55,3.5145
2025-06-11,16:00:00,USDCNY.IB,360D,ATM,4.4678,4.4678,4.4678
2025-06-11,16:00:00,USDCNY.IB,540D,ATM,4.45,4.75,4.6
2025-06-11,16:00:00,USDCNY.IB,720D,ATM,4.5,4.8,4.65
2025-06-11,16:00:00,USDCNY.IB,7D,ATM,3.1,3.45,3.2984
2025-06-11,16:00:00,USDCNY.IB,90D,ATM,3.85,3.975,3.8806
2025-06-12,16:00:00,USDCNY.IB,180D,ATM,4.05,4.35,4.2
2025-06-12,16:00:00,USDCNY.IB,30D,ATM,3.45,3.55,3.5
2025-06-12,16:00:00,USDCNY.IB,360D,ATM,4.415,4.415,4.415
2025-06-12,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-12,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-12,16:00:00,USDCNY.IB,7D,ATM,3.2,3.4,3.2521
2025-06-12,16:00:00,USDCNY.IB,90D,ATM,3.7,4.0,3.85
2025-06-13,16:00:00,USDCNY.IB,180D,ATM,4.1,4.45,4.225
2025-06-13,16:00:00,USDCNY.IB,30D,ATM,3.4,4.0,3.7
2025-06-13,16:00:00,USDCNY.IB,360D,ATM,4.3,4.65,4.475
2025-06-13,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-13,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-13,16:00:00,USDCNY.IB,7D,ATM,3.3,3.8,3.4235
2025-06-13,16:00:00,USDCNY.IB,90D,ATM,3.7,4.1,3.9
2025-06-16,16:00:00,USDCNY.IB,180D,ATM,4.211,4.211,4.211
2025-06-16,16:00:00,USDCNY.IB,30D,ATM,3.45,3.6,3.525
2025-06-16,16:00:00,USDCNY.IB,360D,ATM,4.4236,4.4236,4.4236
2025-06-16,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-16,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-16,16:00:00,USDCNY.IB,7D,ATM,3.038,3.038,3.038
2025-06-16,16:00:00,USDCNY.IB,90D,ATM,3.75,4.05,3.88
2025-06-17,16:00:00,USDCNY.IB,180D,ATM,4.0,4.3,4.1574
2025-06-17,16:00:00,USDCNY.IB,30D,ATM,3.2,3.6,3.4
2025-06-17,16:00:00,USDCNY.IB,360D,ATM,4.3983,4.3983,4.3983
2025-06-17,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-17,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-17,16:00:00,USDCNY.IB,7D,ATM,2.5,3.2,2.875
2025-06-17,16:00:00,USDCNY.IB,90D,ATM,3.65,4.0,3.825
2025-06-18,16:00:00,USDCNY.IB,180D,ATM,4.0,4.3,4.15
2025-06-18,16:00:00,USDCNY.IB,30D,ATM,3.35,3.45,3.3977
2025-06-18,16:00:00,USDCNY.IB,360D,ATM,4.375,4.375,4.375
2025-06-18,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-18,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-18,16:00:00,USDCNY.IB,7D,ATM,2.9,3.2,3.2
2025-06-18,16:00:00,USDCNY.IB,90D,ATM,3.7,4.0,3.85
2025-06-19,16:00:00,USDCNY.IB,180D,ATM,4.0,4.3,4.15
2025-06-19,16:00:00,USDCNY.IB,30D,ATM,3.15,3.35,3.3
2025-06-19,16:00:00,USDCNY.IB,360D,ATM,4.375,4.375,4.375
2025-06-19,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-19,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-19,16:00:00,USDCNY.IB,7D,ATM,2.6902,2.6902,2.6902
2025-06-19,16:00:00,USDCNY.IB,90D,ATM,3.65,3.95,3.815
2025-06-20,16:00:00,USDCNY.IB,180D,ATM,4.125,4.45,4.1509
2025-06-20,16:00:00,USDCNY.IB,30D,ATM,3.25,3.45,3.375
2025-06-20,16:00:00,USDCNY.IB,360D,ATM,4.3698,4.3698,4.3698
2025-06-20,16:00:00,USDCNY.IB,540D,ATM,4.45,4.7,4.575
2025-06-20,16:00:00,USDCNY.IB,720D,ATM,4.5,4.75,4.625
2025-06-20,16:00:00,USDCNY.IB,7D,ATM,2.9,3.2,2.998
2025-06-20,16:00:00,USDCNY.IB,90D,ATM,3.75,3.9,3.825
2025-06-23,16:00:00,USDCNY.IB,180D,ATM,4.0,4.3,4.1527
2025-06-23,16:00:00,USDCNY.IB,30D,ATM,3.25,3.65,3.385
2025-06-23,16:00:00,USDCNY.IB,360D,ATM,4.34,4.39,4.3661
2025-06-23,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-23,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-23,16:00:00,USDCNY.IB,7D,ATM,2.85,3.1,2.9667
2025-06-23,16:00:00,USDCNY.IB,90D,ATM,3.7,4.05,3.8333
2025-06-24,16:00:00,USDCNY.IB,180D,ATM,4.1,4.4,4.125
2025-06-24,16:00:00,USDCNY.IB,30D,ATM,3.375,3.375,3.375
2025-06-24,16:00:00,USDCNY.IB,360D,ATM,4.3325,4.3325,4.3325
2025-06-24,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-24,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-24,16:00:00,USDCNY.IB,7D,ATM,2.9,3.2,3.025
2025-06-24,16:00:00,USDCNY.IB,90D,ATM,3.7829,3.7829,3.7829
2025-06-25,16:00:00,USDCNY.IB,180D,ATM,4.1161,4.1161,4.1161
2025-06-25,16:00:00,USDCNY.IB,30D,ATM,3.3933,3.3933,3.3933
2025-06-25,16:00:00,USDCNY.IB,360D,ATM,4.355,4.355,4.355
2025-06-25,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-25,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-25,16:00:00,USDCNY.IB,7D,ATM,3.15,3.45,3.3
2025-06-25,16:00:00,USDCNY.IB,90D,ATM,3.8183,3.8183,3.8183
2025-06-26,16:00:00,USDCNY.IB,180D,ATM,4.1622,4.1622,4.1622
2025-06-26,16:00:00,USDCNY.IB,30D,ATM,3.3811,3.3811,3.3811
2025-06-26,16:00:00,USDCNY.IB,360D,ATM,4.325,4.4,4.36
2025-06-26,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-26,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-26,16:00:00,USDCNY.IB,7D,ATM,3.2,3.6,3.4464
2025-06-26,16:00:00,USDCNY.IB,90D,ATM,3.85,3.95,3.879
2025-06-27,16:00:00,USDCNY.IB,180D,ATM,4.1278,4.1278,4.1278
2025-06-27,16:00:00,USDCNY.IB,30D,ATM,3.35,3.5,3.4125
2025-06-27,16:00:00,USDCNY.IB,360D,ATM,4.3156,4.3156,4.3156
2025-06-27,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-27,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-27,16:00:00,USDCNY.IB,7D,ATM,3.0,3.2,3.1961
2025-06-27,16:00:00,USDCNY.IB,90D,ATM,3.8,3.9,3.825
2025-06-30,16:00:00,USDCNY.IB,180D,ATM,4.0,4.25,4.105
2025-06-30,16:00:00,USDCNY.IB,30D,ATM,3.3,3.65,3.4155
2025-06-30,16:00:00,USDCNY.IB,360D,ATM,4.2,4.5,4.3238
2025-06-30,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-06-30,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-06-30,16:00:00,USDCNY.IB,7D,ATM,3.3,3.5,3.4056
2025-06-30,16:00:00,USDCNY.IB,90D,ATM,3.65,4.0,3.825
2025-07-01,16:00:00,USDCNY.IB,180D,ATM,3.95,4.25,4.103
2025-07-01,16:00:00,USDCNY.IB,30D,ATM,3.3643,3.3643,3.3643
2025-07-01,16:00:00,USDCNY.IB,360D,ATM,4.3315,4.3315,4.3315
2025-07-01,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-07-01,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-07-01,16:00:00,USDCNY.IB,7D,ATM,3.3125,3.3125,3.3125
2025-07-01,16:00:00,USDCNY.IB,90D,ATM,3.65,3.95,3.8
2025-07-02,16:00:00,USDCNY.IB,180D,ATM,3.95,4.25,4.0946
2025-07-02,16:00:00,USDCNY.IB,30D,ATM,3.2,3.5,3.35
2025-07-02,16:00:00,USDCNY.IB,360D,ATM,4.3158,4.3158,4.3158
2025-07-02,16:00:00,USDCNY.IB,540D,ATM,4.35,4.65,4.5
2025-07-02,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-07-02,16:00:00,USDCNY.IB,7D,ATM,3.0,3.5,3.25
2025-07-02,16:00:00,USDCNY.IB,90D,ATM,3.6,3.9,3.798
2025-07-03,16:00:00,USDCNY.IB,180D,ATM,4.05,4.05,4.05
2025-07-03,16:00:00,USDCNY.IB,30D,ATM,3.307,3.307,3.307
2025-07-03,16:00:00,USDCNY.IB,360D,ATM,4.2744,4.2744,4.2744
2025-07-03,16:00:00,USDCNY.IB,540D,ATM,4.35,4.6,4.475
2025-07-03,16:00:00,USDCNY.IB,720D,ATM,4.4,4.7,4.55
2025-07-03,16:00:00,USDCNY.IB,7D,ATM,3.1962,3.1962,3.1962
2025-07-03,16:00:00,USDCNY.IB,90D,ATM,3.7,3.775,3.7366
2025-07-04,16:00:00,USDCNY.IB,180D,ATM,3.9,4.2,3.9716
2025-07-04,16:00:00,USDCNY.IB,30D,ATM,2.85,3.45,3.1174
2025-07-04,16:00:00,USDCNY.IB,360D,ATM,4.175,4.175,4.175
2025-07-04,16:00:00,USDCNY.IB,540D,ATM,4.2,4.55,4.375
2025-07-04,16:00:00,USDCNY.IB,720D,ATM,4.3,4.6,4.45
2025-07-04,16:00:00,USDCNY.IB,7D,ATM,2.7,3.3,2.81
2025-07-04,16:00:00,USDCNY.IB,90D,ATM,3.45,3.85,3.5803
2025-07-07,16:00:00,USDCNY.IB,180D,ATM,3.875,4.0,3.9375
2025-07-07,16:00:00,USDCNY.IB,30D,ATM,3.0513,3.0513,3.0513
2025-07-07,16:00:00,USDCNY.IB,360D,ATM,4.075,4.15,4.1282
2025-07-07,16:00:00,USDCNY.IB,540D,ATM,4.15,4.45,4.3
2025-07-07,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-07,16:00:00,USDCNY.IB,7D,ATM,2.5,2.9,2.7
2025-07-07,16:00:00,USDCNY.IB,90D,ATM,3.45,3.6,3.55
2025-07-08,16:00:00,USDCNY.IB,180D,ATM,3.8626,3.8626,3.8626
2025-07-08,16:00:00,USDCNY.IB,30D,ATM,2.9,3.05,2.9702
2025-07-08,16:00:00,USDCNY.IB,360D,ATM,4.1156,4.1156,4.1156
2025-07-08,16:00:00,USDCNY.IB,540D,ATM,4.15,4.45,4.3
2025-07-08,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-08,16:00:00,USDCNY.IB,7D,ATM,2.45,2.6,2.5325
2025-07-08,16:00:00,USDCNY.IB,90D,ATM,3.45,3.5,3.4661
2025-07-09,16:00:00,USDCNY.IB,180D,ATM,3.7,4.0,3.8519
2025-07-09,16:00:00,USDCNY.IB,30D,ATM,2.85,3.2,3.025
2025-07-09,16:00:00,USDCNY.IB,360D,ATM,4.0946,4.0946,4.0946
2025-07-09,16:00:00,USDCNY.IB,540D,ATM,4.15,4.45,4.3
2025-07-09,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-09,16:00:00,USDCNY.IB,7D,ATM,2.5,2.7,2.575
2025-07-09,16:00:00,USDCNY.IB,90D,ATM,3.35,3.7,3.465
2025-07-10,16:00:00,USDCNY.IB,180D,ATM,3.85,3.875,3.8548
2025-07-10,16:00:00,USDCNY.IB,30D,ATM,2.9838,2.9838,2.9838
2025-07-10,16:00:00,USDCNY.IB,360D,ATM,4.094,4.094,4.094
2025-07-10,16:00:00,USDCNY.IB,540D,ATM,4.15,4.4,4.275
2025-07-10,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-10,16:00:00,USDCNY.IB,7D,ATM,2.525,2.525,2.525
2025-07-10,16:00:00,USDCNY.IB,90D,ATM,3.3,3.6,3.453
2025-07-11,16:00:00,USDCNY.IB,180D,ATM,3.7,4.0,3.8607
2025-07-11,16:00:00,USDCNY.IB,30D,ATM,2.9991,2.9991,2.9991
2025-07-11,16:00:00,USDCNY.IB,360D,ATM,4.1,4.1,4.1
2025-07-11,16:00:00,USDCNY.IB,540D,ATM,4.15,4.4,4.275
2025-07-11,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-11,16:00:00,USDCNY.IB,7D,ATM,2.35,2.85,2.6825
2025-07-11,16:00:00,USDCNY.IB,90D,ATM,3.4546,3.4546,3.4546
2025-07-14,16:00:00,USDCNY.IB,180D,ATM,3.825,3.925,3.85
2025-07-14,16:00:00,USDCNY.IB,30D,ATM,2.925,2.95,2.925
2025-07-14,16:00:00,USDCNY.IB,360D,ATM,4.0755,4.0755,4.0755
2025-07-14,16:00:00,USDCNY.IB,540D,ATM,4.15,4.4,4.275
2025-07-14,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-14,16:00:00,USDCNY.IB,7D,ATM,2.45,2.625,2.6036
2025-07-14,16:00:00,USDCNY.IB,90D,ATM,3.425,3.6,3.5125
2025-07-15,16:00:00,USDCNY.IB,180D,ATM,3.858,3.858,3.858
2025-07-15,16:00:00,USDCNY.IB,30D,ATM,2.95,2.95,2.95
2025-07-15,16:00:00,USDCNY.IB,360D,ATM,4.0875,4.0875,4.0875
2025-07-15,16:00:00,USDCNY.IB,540D,ATM,4.15,4.4,4.275
2025-07-15,16:00:00,USDCNY.IB,720D,ATM,4.2,4.5,4.35
2025-07-15,16:00:00,USDCNY.IB,7D,ATM,2.4929,2.4929,2.4929
2025-07-15,16:00:00,USDCNY.IB,90D,ATM,3.425,3.45,3.4388
2025-07-16,16:00:00,USDCNY.IB,180D,ATM,3.8354,3.8354,3.8354
2025-07-16,16:00:00,USDCNY.IB,30D,ATM,2.9282,2.9282,2.9282
2025-07-16,16:00:00,USDCNY.IB,360D,ATM,4.0771,4.0771,4.0771
2025-07-16,16:00:00,USDCNY.IB,540D,ATM,4.1,4.3,4.2
2025-07-16,16:00:00,USDCNY.IB,720D,ATM,4.15,4.45,4.3
2025-07-16,16:00:00,USDCNY.IB,7D,ATM,2.4,2.55,2.4
2025-07-16,16:00:00,USDCNY.IB,90D,ATM,3.4,3.425,3.4128
2025-07-17,16:00:00,USDCNY.IB,180D,ATM,3.8034,3.8034,3.8034
2025-07-17,16:00:00,USDCNY.IB,30D,ATM,2.875,2.925,2.9197
2025-07-17,16:00:00,USDCNY.IB,360D,ATM,4.0577,4.0577,4.0577
2025-07-17,16:00:00,USDCNY.IB,540D,ATM,4.1,4.3,4.2
2025-07-17,16:00:00,USDCNY.IB,720D,ATM,4.15,4.45,4.3
2025-07-17,16:00:00,USDCNY.IB,7D,ATM,2.225,2.325,2.28
2025-07-17,16:00:00,USDCNY.IB,90D,ATM,3.3,3.6,3.3747
2025-07-18,16:00:00,USDCNY.IB,180D,ATM,3.8,3.8,3.8
2025-07-18,16:00:00,USDCNY.IB,30D,ATM,2.825,2.875,2.865
2025-07-18,16:00:00,USDCNY.IB,360D,ATM,4.0353,4.0353,4.0353
2025-07-18,16:00:00,USDCNY.IB,540D,ATM,4.1,4.3,4.2
2025-07-18,16:00:00,USDCNY.IB,720D,ATM,4.15,4.45,4.3
2025-07-18,16:00:00,USDCNY.IB,7D,ATM,2.1661,2.1661,2.1661
2025-07-18,16:00:00,USDCNY.IB,90D,ATM,3.35,3.4,3.3684
2025-07-21,16:00:00,USDCNY.IB,180D,ATM,3.7,3.8,3.765
2025-07-21,16:00:00,USDCNY.IB,30D,ATM,2.725,2.8,2.75
2025-07-21,16:00:00,USDCNY.IB,360D,ATM,3.95,4.05,4.0217
2025-07-21,16:00:00,USDCNY.IB,540D,ATM,4.0,4.25,4.125
2025-07-21,16:00:00,USDCNY.IB,720D,ATM,4.05,4.35,4.2
2025-07-21,16:00:00,USDCNY.IB,7D,ATM,2.0,2.5,2.0941
2025-07-21,16:00:00,USDCNY.IB,90D,ATM,3.225,3.375,3.3389
2025-07-22,16:00:00,USDCNY.IB,180D,ATM,3.7272,3.7272,3.7272
2025-07-22,16:00:00,USDCNY.IB,30D,ATM,2.6,2.9,2.7643
2025-07-22,16:00:00,USDCNY.IB,360D,ATM,3.85,4.15,4.0
2025-07-22,16:00:00,USDCNY.IB,540D,ATM,4.0,4.25,4.125
2025-07-22,16:00:00,USDCNY.IB,720D,ATM,4.05,4.35,4.2
2025-07-22,16:00:00,USDCNY.IB,7D,ATM,1.8,2.0,1.9583
2025-07-22,16:00:00,USDCNY.IB,90D,ATM,3.1,3.45,3.3047
2025-07-23,16:00:00,USDCNY.IB,180D,ATM,3.7406,3.7406,3.7406
2025-07-23,16:00:00,USDCNY.IB,30D,ATM,2.775,2.825,2.8089
2025-07-23,16:00:00,USDCNY.IB,360D,ATM,3.9993,3.9993,3.9993
2025-07-23,16:00:00,USDCNY.IB,540D,ATM,4.0,4.25,4.125
2025-07-23,16:00:00,USDCNY.IB,720D,ATM,4.05,4.35,4.2
